customer_id,age,income,tenure,last_purchase_days,avg_order_value,campaign_channel,campaign_type,sent,opened
1042,51,52654,31,315,110,social,promotional,1,1
1043,62,58204,36,83,113,email,promotional,1,1
1044,23,51032,108,306,59,email,informational,1,1
1045,54,81555,33,124,132,social,promotional,0,1
1046,50,58945,33,290,74,social,informational,1,1
1047,39,42680,103,262,94,push,informational,0,1
1048,38,62314,82,49,80,social,promotional,0,1
1049,23,25435,23,6,102,social,promotional,0,0
1050,23,51794,60,117,96,push,informational,1,1
1051,65,54787,87,118,119,social,loyalty,1,1
1052,21,51965,79,263,101,social,informational,1,1
1053,47,44993,90,353,88,email,loyalty,1,1
1054,28,34815,30,129,46,push,loyalty,1,1
1055,47,38159,89,171,126,push,promotional,0,1
1056,48,51531,45,27,115,email,promotional,1,0
1057,41,33297,80,199,127,push,promotional,1,1
1058,26,76552,39,314,94,email,promotional,1,1
1059,20,10386,112,345,110,social,informational,1,1
1060,68,45148,45,97,80,push,loyalty,1,1
1061,48,51655,78,17,77,social,informational,1,0
1062,57,57611,81,173,91,push,loyalty,0,1
1063,54,36261,12,101,127,social,informational,1,1
1064,53,67014,93,186,91,push,loyalty,0,1
1065,41,29092,32,184,98,push,promotional,1,1
1066,48,41508,56,215,107,social,loyalty,1,1
1067,23,59311,24,251,100,email,promotional,1,1
1068,19,65602,116,216,130,push,loyalty,1,1
1069,37,28939,13,29,77,email,informational,0,0
1070,45,89675,20,102,102,email,loyalty,1,1
1071,28,36537,79,123,114,email,informational,1,1
1072,21,30317,56,54,50,email,informational,0,1
1073,32,57540,53,283,107,email,promotional,1,0
1074,23,44775,68,102,140,email,loyalty,1,1
1075,66,42559,54,117,89,push,informational,1,1
1076,47,58934,34,104,67,email,loyalty,1,1
1077,55,27090,28,45,114,push,promotional,1,0
1078,68,24467,50,114,105,push,promotional,1,1
1079,19,41038,2,343,145,push,loyalty,1,1
1080,32,66168,111,31,113,social,informational,1,1
1081,28,41689,94,164,71,email,informational,1,1
1082,25,73987,26,189,70,social,informational,1,1
1083,43,68015,51,293,125,email,loyalty,1,1
1084,68,54244,47,195,110,social,informational,1,1
1085,62,55095,26,292,98,push,informational,1,1
1086,61,54230,84,261,105,social,informational,1,1
1087,22,52395,106,207,113,push,promotional,1,1
1088,23,44506,92,52,111,social,informational,1,1
1089,43,46247,84,49,54,email,loyalty,1,0
1090,21,33950,75,6,136,email,loyalty,1,0
1091,36,16849,74,224,138,social,informational,1,1
1092,37,66561,61,23,154,social,loyalty,1,1
1093,50,52358,23,145,147,email,loyalty,0,0
1094,37,50093,37,110,142,social,informational,1,1
1095,66,55976,41,212,91,social,promotional,1,1
1096,29,37574,52,300,109,email,informational,1,1
1097,64,34984,83,41,135,push,loyalty,1,0
1098,18,45744,109,172,45,email,loyalty,0,1
1099,43,70521,82,186,93,email,informational,1,1
1100,31,32468,49,214,48,social,loyalty,1,1
1101,55,10594,27,306,108,email,promotional,1,1
1102,54,42178,6,52,137,email,informational,1,0
1103,28,67140,74,70,100,social,loyalty,1,1
1104,53,24011,66,196,82,social,promotional,1,1
1105,30,32295,24,151,108,push,loyalty,1,1
1106,60,53953,38,109,112,email,promotional,1,0
1107,20,88548,28,118,114,push,loyalty,0,1
1108,50,29626,28,95,63,push,informational,1,1
1109,23,29045,117,256,107,push,loyalty,1,1
1110,67,55080,109,44,105,push,informational,0,0
1111,27,68070,114,67,128,email,promotional,1,1
1112,22,40638,103,156,97,email,promotional,1,0
1113,40,25679,66,323,159,email,loyalty,1,1
1114,27,56506,61,206,102,push,informational,1,1
1115,61,59222,46,274,85,social,informational,1,1
1116,19,76679,69,155,69,email,promotional,1,1
1117,30,59854,114,179,84,push,promotional,1,1
1118,57,62420,75,60,76,push,loyalty,1,1
1119,19,46067,74,74,95,push,promotional,1,1
1120,37,86622,43,49,150,push,promotional,1,1
1121,18,44027,59,271,56,push,informational,1,1
1122,54,40821,2,73,58,push,informational,1,1
1123,26,77142,15,196,92,email,informational,1,1
1124,34,27886,103,179,59,social,promotional,1,1
1125,26,22288,105,48,70,email,loyalty,0,0
1126,28,51793,37,72,110,email,loyalty,1,1
1127,32,49973,71,113,98,push,promotional,1,1
1128,41,46581,20,245,113,email,loyalty,1,1
1129,55,64908,98,309,117,social,promotional,1,1
1130,52,36376,35,159,140,social,loyalty,1,1
1131,47,50962,34,274,111,push,promotional,1,1
1132,48,44598,117,268,136,social,informational,1,1
1133,66,36631,86,304,103,push,loyalty,1,1
1134,22,49072,31,30,111,social,informational,0,0
1135,61,62788,87,97,111,social,informational,1,1
1136,67,81808,19,251,108,email,loyalty,0,1
1137,31,58691,68,7,106,social,promotional,1,0
1138,28,12337,24,92,154,push,informational,1,1
1139,26,49427,84,113,120,social,informational,1,1
1140,51,50747,39,259,86,social,promotional,1,1
1141,29,64043,92,107,170,email,promotional,1,1
1142,52,52772,54,63,88,push,loyalty,1,0
1143,52,68796,39,358,99,push,loyalty,1,1
1144,18,55875,17,271,75,push,promotional,1,0
1145,57,73381,19,199,121,email,informational,1,1
1146,39,43418,118,347,150,social,promotional,1,0
1147,46,52165,48,337,55,push,loyalty,1,1
1148,25,62399,35,146,91,social,informational,1,1
1149,28,41417,32,61,133,social,informational,1,1
1150,58,38149,47,120,68,social,loyalty,1,1
1151,54,40559,110,61,117,email,informational,1,0
1152,31,38761,47,309,60,social,promotional,1,1
1153,47,57838,64,26,112,email,loyalty,1,0
1154,52,22477,46,115,102,email,informational,1,1
1155,38,26660,103,40,199,email,loyalty,1,0
1156,54,77941,35,344,122,push,informational,1,1
1157,22,39123,94,116,34,email,promotional,1,1
1158,36,53000,17,136,97,push,loyalty,1,1
1159,31,27662,42,277,124,email,informational,1,1
1160,43,51411,111,299,87,email,promotional,1,0
1161,21,39214,29,21,86,email,promotional,0,0
1162,42,26553,70,31,87,email,promotional,1,0
1163,62,70053,17,247,116,social,informational,1,1
1164,59,67738,81,27,62,social,informational,1,1
1165,42,48389,14,73,83,email,promotional,1,1
1166,35,64991,24,97,130,social,promotional,1,1
1167,57,78549,57,161,85,push,promotional,1,1
1168,25,61311,50,346,83,social,promotional,1,1
1169,56,57195,57,300,58,social,promotional,1,1
1170,57,52984,101,299,119,social,informational,1,0
1171,31,59742,61,287,112,email,loyalty,0,1
1172,49,44541,104,212,129,push,loyalty,1,1
1173,68,45850,39,76,96,email,loyalty,1,1
1174,55,56763,55,143,109,push,informational,1,1
1175,50,42892,96,34,109,email,loyalty,1,1
1176,40,44513,36,336,57,social,loyalty,1,1
1177,32,50002,114,4,170,push,loyalty,1,1
1178,50,67259,37,328,129,social,loyalty,0,0
1179,42,33010,112,98,102,push,promotional,1,1
1180,34,61387,14,217,93,push,informational,1,1
1181,50,61876,27,28,139,email,loyalty,1,1
1182,64,61787,83,201,102,email,promotional,1,1
1183,19,37898,31,273,127,social,loyalty,0,1
1184,31,24609,110,314,82,social,loyalty,1,0
1185,57,58395,73,127,73,push,loyalty,1,1
1186,57,52813,102,202,95,push,loyalty,1,1
1187,68,65065,81,9,100,email,loyalty,0,1
1188,56,39491,83,287,112,email,promotional,1,1
1189,68,61401,44,88,144,email,loyalty,1,1
1190,23,65816,68,318,133,email,promotional,1,1
1191,23,48570,48,19,139,email,loyalty,1,0
1192,20,56253,57,81,78,push,informational,1,1
1193,24,55729,75,107,91,push,promotional,0,1
1194,68,37677,22,311,129,social,loyalty,1,1
1195,25,57966,4,230,136,push,promotional,1,1
1196,59,74337,81,112,122,email,loyalty,0,1
1197,69,50333,72,220,83,push,loyalty,1,0
1198,32,28086,46,123,68,push,promotional,0,1
1199,64,39691,59,244,106,push,loyalty,0,1
1200,46,23308,34,178,73,social,loyalty,0,1
1201,50,69353,11,65,113,social,loyalty,1,1
1202,69,61461,31,3,137,push,loyalty,1,1
1203,47,42479,11,207,105,push,loyalty,0,1
1204,56,28729,118,21,60,email,loyalty,1,0
1205,44,37500,56,293,84,social,promotional,1,1
1206,53,40425,38,15,125,email,informational,1,0
1207,46,51641,117,343,114,email,loyalty,0,1
1208,55,51136,21,206,116,push,promotional,0,1
1209,50,70121,110,202,153,push,informational,1,0
1210,54,39608,94,120,110,push,promotional,1,0
1211,44,27377,10,137,109,email,informational,1,1
1212,50,32645,26,300,125,email,informational,1,1
1213,21,49654,91,295,64,email,informational,0,1
1214,39,39069,8,25,86,push,promotional,1,0
1215,19,45619,103,312,77,push,informational,1,1
1216,27,43189,8,234,119,push,loyalty,1,1
1217,22,64853,60,121,72,email,loyalty,1,1
1218,27,41195,72,90,116,email,informational,1,1
1219,50,44339,119,320,93,social,informational,1,1
1220,55,60759,34,200,89,push,loyalty,1,1
1221,30,41525,16,180,127,email,promotional,0,1
1222,48,56348,105,345,60,social,promotional,1,1
1223,64,54972,13,76,85,email,loyalty,1,1
1224,53,52126,87,137,187,email,promotional,0,1
1225,62,32984,76,138,155,push,promotional,1,1
1226,41,68446,91,10,45,social,informational,1,0
1227,69,83310,22,201,84,email,promotional,1,1
1228,32,50132,96,318,101,social,loyalty,1,1
1229,46,34304,113,346,57,social,promotional,1,1
1230,25,50436,27,219,160,push,informational,1,1
1231,22,64847,64,60,100,social,loyalty,1,0
1232,46,40772,2,147,94,push,loyalty,1,0
1233,64,48066,109,107,111,push,loyalty,0,1
1234,21,55109,97,38,110,push,informational,1,0
1235,29,68045,26,134,74,social,loyalty,1,0
1236,62,61631,92,221,139,email,informational,0,1
1237,19,62253,83,303,104,push,informational,1,0
1238,44,43605,107,133,139,email,promotional,1,1
1239,48,56028,69,334,82,social,loyalty,1,1
1240,68,39170,97,53,46,email,promotional,0,0
1241,68,62682,84,62,143,email,promotional,1,1
1242,53,67268,30,23,122,push,informational,0,1
1243,53,58300,109,44,135,push,promotional,1,0
1244,43,44488,8,308,136,push,promotional,1,1
1245,60,46944,38,46,100,social,promotional,1,0
1246,44,77097,61,147,88,email,loyalty,1,1
1247,22,44739,81,216,97,social,promotional,1,1
1248,37,65749,108,340,116,social,informational,1,1
1249,28,55083,65,47,108,social,loyalty,1,0
1250,27,44987,67,347,45,social,informational,1,1
1251,57,29830,46,308,96,push,loyalty,1,1
1252,55,53174,90,24,142,email,loyalty,1,0
1253,23,51366,95,145,99,push,loyalty,1,1
1254,25,77098,72,89,166,push,informational,1,1
1255,40,37097,43,174,71,social,promotional,1,1
1256,64,84421,59,64,110,push,loyalty,1,1
1257,43,55682,46,119,70,email,informational,1,1
1258,63,55667,72,223,74,social,loyalty,1,1
1259,60,41103,35,156,74,push,promotional,0,1
1260,29,54720,39,178,166,social,loyalty,0,1
1261,43,57095,92,320,92,email,informational,1,1
1262,30,64059,51,342,78,social,loyalty,1,1
1263,57,35325,4,56,99,push,informational,1,0
1264,35,71101,80,59,93,push,promotional,1,1
1265,42,55421,77,220,124,email,promotional,0,0
1266,50,59123,84,185,38,email,loyalty,1,1
1267,64,46685,51,47,71,social,promotional,1,0
1268,57,36077,5,102,125,push,informational,1,0
1269,60,51090,55,44,85,email,loyalty,1,0
1270,29,52809,101,15,77,email,informational,0,0
1271,61,29218,20,236,76,push,loyalty,1,1
1272,53,61899,24,361,121,email,informational,1,1
1273,65,64947,36,51,120,email,loyalty,1,1
1274,21,39055,34,309,128,push,informational,1,1
1275,22,34661,109,34,65,email,informational,1,0
1276,54,45455,112,124,63,push,loyalty,1,0
1277,25,50358,54,77,134,push,informational,1,1
1278,59,46037,34,123,106,social,promotional,1,1
1279,66,49086,83,205,81,push,informational,1,1
1280,45,53322,17,228,95,email,loyalty,1,0
1281,48,29475,5,70,62,social,promotional,1,0
1282,26,31200,89,230,84,social,promotional,1,1
1283,68,9165,18,21,104,email,informational,0,0
1284,46,64138,55,108,110,social,informational,1,1
1285,31,50228,53,364,97,email,informational,1,1
1286,57,65717,50,241,94,social,promotional,1,1
1287,58,32933,72,251,121,email,promotional,1,0
1288,39,50366,91,135,96,push,promotional,0,1
1289,28,53222,79,90,86,push,loyalty,1,1
1290,40,41573,45,79,77,social,loyalty,1,1
1291,18,26698,13,177,46,social,informational,1,1
1292,63,76188,16,298,119,push,loyalty,1,1
1293,54,70989,86,308,143,email,loyalty,1,1
1294,38,44271,84,102,75,social,informational,0,1
1295,43,57653,13,361,61,push,informational,1,1
1296,63,42728,20,335,81,social,promotional,1,1
1297,53,35068,66,112,108,push,promotional,1,1
1298,40,77408,99,181,84,push,informational,1,1
1299,18,25169,47,104,84,push,informational,1,1
1300,68,45717,119,16,97,email,loyalty,1,0
1301,57,51264,19,96,103,social,loyalty,1,1
1302,32,74768,45,293,111,email,loyalty,0,1
1303,38,63448,37,146,91,email,informational,0,1
1304,64,24916,54,302,90,push,informational,1,1
1305,26,49958,6,2,42,email,promotional,1,1
1306,26,50315,14,119,128,social,loyalty,1,1
1307,27,46574,4,343,107,social,promotional,1,1
1308,69,59297,86,94,145,push,informational,0,1
1309,43,28863,115,191,115,push,loyalty,1,1
1310,58,43870,55,3,97,social,promotional,1,0
1311,52,57182,103,111,55,social,informational,1,1
1312,69,60193,100,177,50,push,promotional,1,1
1313,42,52241,34,257,131,email,loyalty,1,0
1314,43,45674,27,361,116,social,promotional,0,1
1315,28,48200,7,22,143,push,promotional,1,0
1316,55,61106,3,220,127,push,informational,1,1
1317,19,50508,47,173,88,social,loyalty,1,1
1318,24,34372,97,224,30,push,promotional,1,1
1319,35,31497,2,65,118,social,informational,1,1
1320,44,27655,106,277,69,push,loyalty,1,1
1321,51,71833,80,249,94,push,informational,1,1
1322,44,62111,25,260,112,email,loyalty,1,1
1323,34,48402,60,131,81,push,informational,1,1
1324,60,43193,79,113,75,social,informational,1,1
1325,61,41391,24,286,90,social,informational,1,1
1326,68,66398,15,287,38,email,promotional,0,1
1327,41,78566,95,211,68,social,promotional,1,1
1328,42,40919,14,20,68,push,informational,1,0
1329,24,67076,54,215,92,email,loyalty,0,0
1330,69,50420,78,310,71,social,informational,1,1
1331,23,46813,6,251,84,push,promotional,0,1
1332,41,72563,78,271,86,email,loyalty,1,1
1333,50,49847,81,180,163,push,promotional,1,1
1334,66,54445,18,194,123,social,informational,1,1
1335,46,53724,20,313,96,social,promotional,1,1
1336,60,25616,115,79,113,social,promotional,1,1
1337,39,54326,62,180,127,social,promotional,1,1
1338,43,41559,81,163,108,email,informational,1,0
1339,45,28682,80,202,68,social,promotional,1,1
1340,67,42242,40,14,95,email,informational,1,0
1341,38,42119,39,347,70,email,informational,1,1
1342,66,65448,52,246,90,push,promotional,1,1
1343,24,34043,32,14,95,social,loyalty,1,0
1344,34,38152,108,99,131,push,promotional,1,1
1345,37,53530,73,33,76,push,promotional,1,0
1346,58,30113,27,257,73,push,promotional,1,1
1347,66,40114,110,34,78,push,loyalty,1,0
1348,37,25032,52,19,81,push,loyalty,1,0
1349,39,63800,97,152,90,social,informational,1,1
1350,45,45479,63,260,109,push,loyalty,0,1
1351,57,49761,74,164,76,email,loyalty,1,1
1352,66,63740,63,77,103,email,promotional,0,1
1353,24,39165,17,314,103,social,informational,0,1
1354,18,45320,113,137,116,email,informational,1,1
1355,49,34155,49,359,93,push,loyalty,0,1
1356,30,34122,100,208,124,email,loyalty,1,1
1357,47,36191,81,242,111,push,promotional,1,1
1358,40,42612,82,67,109,social,loyalty,1,1
1359,68,44228,116,116,83,email,loyalty,0,1
1360,36,54329,23,202,108,email,informational,1,1
1361,49,36631,98,250,110,email,loyalty,1,1
1362,47,54794,72,278,82,social,promotional,1,1
1363,46,57275,13,112,135,social,informational,1,1
1364,66,42982,23,331,178,email,informational,1,1
1365,62,37929,57,234,80,social,loyalty,1,1
1366,46,51276,62,176,85,push,promotional,0,1
1367,47,46956,54,143,86,social,informational,1,1
1368,33,53305,20,32,60,email,promotional,1,0
1369,57,73547,86,181,73,push,promotional,1,1
1370,36,51029,111,67,125,email,loyalty,1,0
1371,35,40411,52,4,97,email,promotional,1,0
1372,18,36636,23,286,157,email,informational,1,1
1373,31,37216,105,269,91,social,loyalty,1,1
1374,68,28058,35,236,112,email,informational,1,1
1375,64,63991,67,277,72,push,promotional,1,1
1376,67,16500,34,41,96,push,promotional,0,0
1377,19,57321,33,121,102,push,loyalty,1,1
1378,45,36979,46,275,36,email,loyalty,1,1
1379,66,42313,81,231,75,push,informational,0,1
1380,67,36530,45,304,119,push,informational,0,1
1381,47,71687,19,86,117,push,promotional,1,1
1382,55,50244,94,63,62,push,loyalty,1,1
1383,68,61855,87,192,89,social,promotional,0,1
1384,21,69507,15,293,28,email,promotional,1,1
1385,18,52451,78,31,99,email,informational,1,1
1386,25,32065,66,330,137,push,informational,0,1
1387,46,46690,39,146,139,email,informational,1,1
1388,56,38866,113,107,138,push,loyalty,1,1
1389,20,42447,18,359,115,push,informational,1,1
1390,49,48580,70,110,134,push,loyalty,1,1
1391,27,47987,59,276,94,email,promotional,0,1
1392,27,56181,32,210,84,social,loyalty,1,1
1393,36,58359,21,139,134,email,informational,1,1
1394,63,47987,40,86,108,email,loyalty,1,1
1395,51,56052,92,44,46,social,loyalty,0,0
1396,50,41759,27,82,136,email,informational,1,1
1397,40,69721,2,64,93,social,informational,1,1
1398,45,41517,97,343,79,push,promotional,1,0
1399,49,67957,80,321,129,social,loyalty,1,1
1400,67,27858,39,55,125,push,promotional,1,0
1401,24,44293,86,74,71,social,promotional,0,1
1402,46,45035,56,129,95,push,loyalty,1,1
1403,25,54184,107,256,72,email,promotional,1,1
1404,18,62927,111,231,73,social,loyalty,0,0
1405,20,31259,13,137,20,email,promotional,1,0
1406,41,33380,56,351,69,push,promotional,1,1
1407,40,28971,66,355,94,social,loyalty,1,1
1408,25,69802,78,112,20,social,informational,0,0
1409,64,54464,56,308,58,social,loyalty,1,1
1410,54,33734,102,146,118,email,informational,1,1
1411,20,43353,105,33,57,push,loyalty,1,0
1412,68,67726,28,260,95,email,loyalty,0,1
1413,50,45828,64,87,50,social,informational,1,1
1414,45,44942,71,331,112,push,informational,1,1
1415,64,38280,82,265,90,push,loyalty,0,1
1416,25,34625,64,320,72,email,loyalty,1,1
1417,51,67749,56,30,20,email,loyalty,1,1
1418,52,75108,41,232,73,social,informational,1,1
1419,49,35222,119,76,119,social,loyalty,1,1
1420,41,71074,100,129,146,social,informational,1,1
1421,31,42689,41,271,93,social,promotional,1,1
1422,49,58004,100,89,96,push,informational,1,1
1423,63,71153,108,170,79,social,promotional,1,0
1424,60,47823,4,128,136,social,loyalty,1,1
1425,33,45080,57,174,92,social,loyalty,1,1
1426,21,62016,30,26,126,email,informational,1,1
1427,69,33350,88,61,107,email,promotional,0,1
1428,54,67205,84,67,103,email,loyalty,1,1
1429,38,52142,46,26,69,social,loyalty,1,0
1430,31,41333,56,83,153,push,promotional,1,1
1431,48,40937,31,364,143,social,loyalty,1,1
1432,65,29248,88,60,168,email,loyalty,1,1
1433,35,41957,7,39,67,email,informational,1,1
1434,24,46039,90,123,107,social,loyalty,1,1
1435,27,34080,77,292,76,push,promotional,1,1
1436,24,49318,54,277,113,push,loyalty,1,1
1437,50,57093,8,304,108,push,informational,1,1
1438,40,46797,55,282,87,email,loyalty,1,1
1439,38,59940,69,191,93,email,promotional,0,1
1440,36,37892,44,292,162,push,loyalty,1,1
1441,65,65050,13,152,95,social,promotional,1,1
1442,36,51827,93,233,33,push,informational,1,1
1443,53,73178,20,146,83,social,loyalty,0,1
1444,46,86213,78,271,67,email,loyalty,1,1
1445,35,42946,32,335,72,email,informational,1,1
1446,19,43564,60,134,121,email,promotional,0,1
1447,18,46306,50,171,126,push,promotional,1,1
1448,64,58935,27,28,74,push,loyalty,0,1
1449,22,69889,25,136,83,email,promotional,0,1
1450,37,40207,52,241,79,email,promotional,1,1
1451,28,55718,68,344,145,email,loyalty,1,1
1452,59,47961,21,228,127,push,promotional,1,1
1453,19,59271,18,287,120,push,promotional,1,1
1454,20,72641,39,303,69,email,loyalty,1,1
1455,40,46395,15,34,48,push,loyalty,1,0
1456,29,24951,53,2,136,push,promotional,1,0
1457,37,61158,38,362,157,push,loyalty,1,1
1458,22,37509,48,195,47,push,promotional,1,1
1459,54,47853,52,94,167,email,promotional,1,1
1460,55,61805,88,328,96,email,promotional,1,1
1461,47,54460,72,308,105,push,promotional,0,1
1462,26,48474,28,135,60,email,loyalty,0,1
1463,51,41361,85,204,46,email,loyalty,1,1
1464,61,6501,16,250,32,email,informational,0,1
1465,52,60474,118,147,130,social,loyalty,1,1
1466,69,46205,16,346,97,email,informational,1,0
1467,39,72700,35,348,113,email,promotional,0,1
1468,61,55970,17,254,133,push,loyalty,1,1
1469,41,41883,73,334,97,push,promotional,1,1
1470,34,66003,99,176,150,social,informational,0,1
1471,27,67266,52,125,75,social,loyalty,0,1
1472,47,46714,93,251,87,email,loyalty,0,1
1473,63,67904,103,131,72,email,loyalty,1,0
1474,40,41670,82,50,125,push,loyalty,1,0
1475,49,52394,12,93,133,email,promotional,1,1
1476,34,58571,83,310,86,email,loyalty,1,1
1477,67,61771,48,220,58,email,informational,1,1
1478,68,59322,22,334,136,email,loyalty,1,1
1479,34,45010,49,334,73,email,informational,0,1
1480,31,66405,52,20,87,email,informational,1,0
1481,26,48133,79,205,67,email,promotional,1,1
1482,57,41464,1,91,108,email,loyalty,1,1
1483,19,41684,66,355,76,push,informational,1,1
1484,62,79099,64,173,121,social,loyalty,0,1
1485,42,38870,8,189,83,email,promotional,1,1
1486,56,69374,86,312,116,push,promotional,0,1
1487,26,32967,25,2,72,email,loyalty,0,0
1488,39,57318,66,361,136,email,informational,1,1
1489,60,54456,115,168,85,social,promotional,1,1
1490,63,74318,73,24,102,push,informational,1,1
1491,21,40183,73,68,64,email,informational,1,1
1492,43,36040,77,194,99,social,loyalty,1,1
1493,46,48252,70,84,65,social,promotional,1,1
1494,62,74972,94,207,98,email,loyalty,1,1
1495,51,36737,79,49,71,email,loyalty,0,0
1496,40,11173,51,32,95,push,loyalty,1,0
1497,54,50896,53,317,113,push,informational,1,1
1498,28,64242,15,170,58,email,loyalty,1,1
1499,23,34792,50,129,98,email,promotional,1,1
1500,35,62718,71,102,112,social,informational,0,1
1501,38,34461,75,35,112,push,loyalty,1,0
1502,59,47801,104,307,157,email,promotional,1,1
1503,53,61290,38,199,77,email,loyalty,1,1
1504,58,32188,40,301,99,push,loyalty,1,0
1505,55,52722,66,77,152,email,loyalty,1,1
1506,51,68224,115,321,58,social,informational,1,1
1507,34,57109,112,14,31,social,loyalty,1,0
1508,54,39190,39,349,116,email,promotional,1,1
1509,42,72780,74,131,131,push,loyalty,1,1
1510,55,59875,108,238,36,social,loyalty,1,1
1511,29,22093,17,280,90,push,informational,1,1
1512,40,62963,7,65,69,push,loyalty,1,1
1513,59,41429,118,138,109,push,promotional,1,1
1514,39,52948,104,269,98,social,promotional,0,1
1515,38,65120,39,228,139,social,loyalty,1,0
1516,44,41755,68,201,59,email,promotional,1,1
1517,48,25316,35,142,111,push,promotional,1,1
1518,23,72583,51,100,118,social,loyalty,1,1
1519,44,67468,47,138,101,social,promotional,1,0
1520,57,48691,36,168,39,email,promotional,1,1
1521,51,62801,64,99,112,social,loyalty,1,1
1522,29,44459,95,311,78,social,informational,1,1
1523,62,51454,89,319,47,social,informational,1,1
1524,24,47835,105,327,111,email,loyalty,1,1
1525,27,45065,13,355,123,email,informational,1,1
1526,62,55389,18,66,81,push,informational,1,1
1527,34,31877,21,335,125,social,informational,1,0
1528,43,46226,112,329,125,email,informational,1,1
1529,38,54717,65,47,99,email,loyalty,1,0
1530,45,77571,100,337,117,email,informational,1,1
1531,63,32486,114,231,129,push,informational,1,1
1532,19,57808,8,308,115,push,loyalty,1,1
1533,60,59452,116,146,31,push,loyalty,1,1
1534,18,21849,48,207,24,push,informational,1,1
1535,68,56157,85,146,131,push,promotional,1,1
1536,53,63204,43,152,79,social,loyalty,0,1
1537,68,58829,116,279,85,social,loyalty,1,1
1538,43,48741,53,140,156,email,informational,1,1
1539,46,54998,117,151,77,push,promotional,1,1
1540,38,52547,85,21,95,push,loyalty,1,0
1541,28,24658,27,254,100,email,loyalty,1,1
1542,57,52899,19,64,93,social,loyalty,0,1
1543,28,44493,23,218,140,push,promotional,1,1
1544,53,39427,115,72,88,push,loyalty,1,1
1545,66,87274,50,162,121,push,loyalty,0,1
1546,56,68789,51,130,102,social,promotional,1,1
1547,57,32747,43,69,129,social,loyalty,1,1
1548,52,55199,99,225,58,push,promotional,0,1
1549,51,71870,104,246,32,push,promotional,0,1
1550,64,27557,116,68,100,email,promotional,1,1
1551,41,51154,51,107,74,email,informational,1,1
1552,39,51861,106,109,143,social,loyalty,1,1
1553,22,30882,112,328,97,email,loyalty,1,1
1554,50,55693,69,103,106,push,loyalty,0,0
1555,53,66743,116,141,90,social,promotional,0,1
1556,64,72620,41,65,80,email,informational,1,1
1557,37,46259,72,134,101,social,promotional,1,1
1558,36,87524,11,199,130,push,loyalty,1,1
1559,52,19130,80,155,90,email,promotional,1,1
1560,69,55343,103,79,88,email,informational,1,1
1561,60,28815,111,250,124,email,loyalty,0,1
1562,34,51352,88,87,49,push,promotional,1,1
1563,62,42171,85,304,135,social,informational,1,1
1564,60,57603,52,241,75,email,promotional,1,1
1565,51,48096,23,88,128,social,promotional,1,1
1566,26,37610,49,324,108,social,loyalty,1,1
1567,43,38595,38,172,37,social,informational,1,1
1568,19,78986,47,357,100,push,promotional,1,1
1569,26,56652,72,17,139,push,informational,0,0
1570,26,24468,7,223,90,email,loyalty,1,1
1571,57,58261,66,294,93,email,loyalty,1,1
1572,34,47079,94,310,76,social,loyalty,1,1
1573,18,50069,77,219,135,social,informational,1,1
1574,42,62298,62,234,86,social,informational,0,1
1575,60,67748,87,248,153,push,promotional,0,0
1576,57,37117,29,52,134,push,informational,1,0
1577,59,49553,38,15,139,email,loyalty,1,1
1578,42,41808,101,324,102,social,promotional,0,1
1579,56,58952,84,112,85,social,informational,0,1
1580,52,46515,33,184,114,push,loyalty,1,1
1581,20,50438,29,360,146,email,loyalty,1,1
1582,67,45945,114,7,153,social,promotional,1,0
1583,54,48408,79,51,44,social,loyalty,1,0
1584,61,75569,23,314,181,email,informational,1,1
1585,61,85861,106,241,107,social,loyalty,1,1
1586,68,55656,3,245,123,push,promotional,1,1
1587,47,48500,101,186,73,email,loyalty,1,1
1588,55,26065,93,287,71,social,loyalty,1,1
1589,51,38593,45,92,56,social,informational,1,1
1590,29,48098,8,106,151,push,informational,1,1
1591,36,39274,86,13,79,push,informational,1,0
1592,54,40851,117,146,97,push,informational,1,1
1593,61,73630,29,119,90,social,loyalty,1,0
1594,66,50431,2,203,69,social,informational,1,1
1595,34,51773,105,141,94,social,loyalty,1,1
1596,27,39887,113,115,102,email,informational,1,0
1597,66,67663,50,152,137,push,informational,0,1
1598,64,46811,109,57,68,email,informational,1,0
1599,29,42187,65,157,82,push,loyalty,1,1
1600,33,26288,108,310,116,social,informational,1,1
1601,41,49083,20,133,101,email,loyalty,1,1
1602,36,41719,52,163,101,email,informational,0,1
1603,25,75268,85,275,70,push,informational,0,1
1604,48,77658,37,183,123,email,promotional,0,1
1605,38,31470,72,77,142,email,informational,1,1
1606,34,33167,27,325,139,social,loyalty,1,1
1607,40,45855,47,44,94,push,promotional,1,0
1608,54,37759,99,206,22,email,loyalty,1,1
1609,33,53261,6,38,107,social,loyalty,1,0
1610,23,45100,60,318,103,email,promotional,1,1
1611,25,54207,45,22,69,social,informational,0,1
1612,42,65241,44,73,75,email,promotional,1,1
1613,35,34036,83,241,70,social,loyalty,0,0
1614,42,64928,18,154,108,social,informational,1,1
1615,29,39070,65,237,75,push,promotional,1,1
1616,32,82227,25,5,104,social,loyalty,1,1
1617,43,74314,27,221,171,email,informational,0,1
1618,58,48303,7,310,94,social,loyalty,1,1
1619,62,35546,44,86,65,social,informational,1,1
1620,43,32677,106,177,56,email,informational,1,1
